Start_Date,End_Date,Ticker,Percentage_Return,First_Day_Close,Last_Day_Close,Capital_At_Last_Day,Capital_Difference,,,,,,,
01-04-2017,30-04-2017,ADANIPORTS.NS,-4.209293668,342.1000061,327.7000122,9579.070633,-420.9293668,,,Total Amount Invested: $ 23270000,,,,
01-04-2017,30-04-2017,AIAENG.NS,-5.145554681,1588.75,1507,9485.444532,-514.5554681,,,Total Amount Returned: $ 23755279.528731253,,,,
01-04-2017,30-04-2017,ALKEM.NS,-8.872815983,2163.350098,1971.400024,9112.718402,-887.2815983,,,Percentage Return:  2.0854298613289775 %,,,,
01-04-2017,30-04-2017,ASTRAL.NS,-2.099389943,254.0025635,248.6700592,9790.061006,-209.9389943,,,,,,,
01-04-2017,30-04-2017,AVANTIFEED.NS,12.43890056,259.1333313,291.3666687,11243.89006,1243.890056,,,,,,,
01-04-2017,30-04-2017,BATAINDIA.NS,3.847519531,561.4000244,583,10384.75195,384.7519531,,,,,,,
01-04-2017,30-04-2017,CARBORUNIV.NS,0.566921314,291.0499878,292.7000122,10056.69213,56.69213136,,,,,,,
01-04-2017,30-04-2017,CENTRALBK.NS,1.387556888,104.5,105.9499969,10138.75569,138.7556888,,,,,,,
01-04-2017,30-04-2017,CENTURYPLY.NS,-1.019816754,259.8500061,257.2000122,9898.018325,-101.9816754,,,,,,,
01-04-2017,30-04-2017,CENTURYTEX.NS,6.482056407,1059.849976,1128.550049,10648.20564,648.2056407,,,,,,,
01-04-2017,30-04-2017,COLPAL.NS,2.89588964,1006.599976,1035.75,10289.58896,289.588964,,,,,,,
01-04-2017,30-04-2017,CUMMINSIND.NS,3.686757075,961.5499878,997,10368.67571,368.6757075,,,,,,,
01-04-2017,30-04-2017,DEEPAKNTR.NS,3.010914427,132.8500061,136.8500061,10301.09144,301.0914427,,,,,,,
01-04-2017,30-04-2017,DELTACORP.NS,-25.46728972,214,159.5,7453.271028,-2546.728972,,,,,,,
01-04-2017,30-04-2017,EIHOTEL.NS,10.92436129,116.7177048,129.4683685,11092.43613,1092.436129,,,,,,,
01-04-2017,30-04-2017,FACT.NS,36.25806255,38.75,52.79999924,13625.80625,3625.806255,,,,,,,
01-04-2017,30-04-2017,GESHIP.NS,2.290432829,430.0499878,439.8999939,10229.04328,229.0432829,,,,,,,
01-04-2017,30-04-2017,GPIL.NS,-14.67929645,29.03750038,24.77499962,8532.070355,-1467.929645,,,,,,,
01-04-2017,30-04-2017,HAVELLS.NS,3.220991147,468.7999878,483.8999939,10322.09911,322.0991147,,,,,,,
01-04-2017,30-04-2017,HONAUT.NS,4.437290552,10556,11024.40039,10443.72906,443.7290552,,,,,,,
01-04-2017,30-04-2017,IIFL.NS,19.7728219,216.5425568,259.3591309,11977.28219,1977.28219,,,,,,,
01-04-2017,30-04-2017,INDUSINDBK.NS,2.956998927,1403.449951,1444.949951,10295.69989,295.6998927,,,,,,,
01-04-2017,30-04-2017,IPCALAB.NS,-5.341880445,315.8999939,299.0249939,9465.811955,-534.1880445,,,,,,,
01-04-2017,30-04-2017,JKCEMENT.NS,3.306662351,943.5499878,974.75,10330.66624,330.6662351,,,,,,,
01-04-2017,30-04-2017,KEC.NS,3.834322416,211.25,219.3500061,10383.43224,383.4322416,,,,,,,
01-04-2017,30-04-2017,KOTAKBANK.NS,2.968205906,875.9500122,901.9500122,10296.82059,296.8205906,,,,,,,
01-04-2017,30-04-2017,LICHSGFIN.NS,7.032564421,624.9500122,668.9000244,10703.25644,703.2564421,,,,,,,
01-04-2017,30-04-2017,MAHLIFE.NS,12.56844304,130.8833313,147.3333282,11256.8443,1256.844304,,,,,,,
01-04-2017,30-04-2017,MOTILALOFS.NS,11.92970984,754,843.9500122,11192.97098,1192.970984,,,,,,,
01-04-2017,30-04-2017,MRF.NS,11.33833373,60993.55078,67909.20313,11133.83337,1133.833373,,,,,,,
01-04-2017,30-04-2017,NATCOPHARM.NS,6.83973465,864.7999878,923.9500122,10683.97346,683.973465,,,,,,,
01-04-2017,30-04-2017,NESTLEIND.NS,1.811956176,657.8549805,669.7750244,10181.19562,181.1956176,,,,,,,
01-04-2017,30-04-2017,OLECTRA.NS,7.337122326,79.05000305,84.84999847,10733.71223,733.7122326,,,,,,,
01-04-2017,30-04-2017,PFIZER.NS,-10.23634376,1935.75,1737.599976,8976.365624,-1023.634376,,,,,,,
01-04-2017,30-04-2017,RELIANCE.NS,1.494927073,628.4437256,637.838501,10149.49271,149.4927073,,,,,,,
01-04-2017,30-04-2017,SANOFI.NS,-12.40703054,4786.399902,4192.549805,8759.296946,-1240.703054,,,,,,,
01-04-2017,30-04-2017,SBIN.NS,-1.159813736,293.1499939,289.75,9884.018626,-115.9813736,,,,,,,
01-04-2017,30-04-2017,SCHAEFFLER.NS,6.37849859,911.5,969.6400146,10637.84986,637.849859,,,,,,,
01-04-2017,30-04-2017,SHOPERSTOP.NS,-0.453671658,344.3313599,342.7692261,9954.632834,-45.36716579,,,,,,,
01-04-2017,30-04-2017,SUNDARMFIN.NS,0.936397935,1296.05481,1308.19104,10093.63979,93.63979347,,,,,,,
